UNIPROT	REF_SEQ Protein
O55158	NP_598210
O55159	NP_612550
O55227	NP_620274
O70132	NP_653354
O70149	NP_001020306
O70151	NP_446374
O70153	NP_598217
O70185	XP_001059879
O70186	XP_001059813
O70188	XP_345790
O70196	NP_112614
O70265	NP_996732
O70267	NP_001001112
O70408	NP_058909
O70449	NP_775447
O70490	NP_653349
O70500	NP_058841
O70513	NP_620796
O70522	NP_653353
O70534	NP_446196
O70595	NP_542149
O70609	NP_620263
O70631	NP_598270
O78105	NP_001008886
O88189	NP_001008846
O88205	NP_001011710
O88206	NP_742070
O88292	NP_075246
O88298	NP_071950
O88300	NP_075411
O88321	NP_112621
O88328	NP_653352
O88334	NP_775448
O88340	NP_113956
O88421	NP_062139
O88550	NP_071596
O88565	NP_073183
O88644	NP_476535
O88752	NP_001008890
O88753	NP_001019976
O88754	NP_742090
O88760	NP_446170
O88791	NP_114459
O88820	NP_852029
O88869	NP_075248
O88994	NP_599237
O89000	NP_112289
O89035	NP_596909
O89089	NP_671482
P70485	NP_113772
P70521	NP_077328
P70534	NP_064698
P70535	NP_620261
P70554	NP_036945
P70561	NP_446347
P70570	XP_001061082
P70590	NP_062566
P70591	NP_775436
P70608	NP_037243
P70616	NP_036892
P70624	NP_569091
P70628	NP_620788
P70633	NP_062219
P70676	NP_942024
P97535	NP_620237
P97557	NP_067729
P97559	NP_114444
P97563	NP_775435
P97569	NP_659565
P97573	NP_062184
P97617	XP_001081305
P97617	XP_001081305
P97688	NP_113701
P97712	NP_058800
P97830	NP_058875
P97842	NP_075227
P97876	NP_068637
P97877	NP_037161
Q03626	NP_075591
Q04105	NP_036764
Q04117	NP_001020154
Q04154	NP_001013229
Q05KA7	NP_001070824
Q05KR1	NP_037255
Q06884	NP_037237
Q06BI2	NP_001070669
Q06C60	NP_001065244
Q07611	NP_742062
Q08302	NP_835205
Q09GS6	NP_001041680
Q09HV8	NP_073164
Q09QM4	NP_001065245
Q0D2L2	NP_001070998
Q0D2L3	NP_001041650
Q0D2L4	NP_001041698
Q0D2L6	NP_001041649
Q0D2L7	NP_001002822
Q0D2M9	NP_001013253
Q0GLB6	NP_001012205
Q0H8B7	NP_001041540
Q0H8V1	NP_001013909
Q0HA14	XP_001067813
Q0HA29	NP_001041507
Q0KKE7	NP_001014140
Q0KL00	NP_001070668
Q0PGW2	NP_001038166
Q0PKT2	NP_001041510
Q0PMD2	NP_001037714
Q0PXQ8	NP_001040551
Q0PY50	NP_001040555
Q0QVT4	NP_001007797
Q0R3X4	NP_775176
Q0V8T3	NP_001041331
Q0V8T4	NP_001041338
Q0V8T6	NP_001041330
Q0VGA2	NP_001041511
Q0VGJ9	NP_001041512
Q0VGK0	NP_001037759
Q0VGK0	NP_001037759
Q0VGK2	NP_001070699
Q0VGK3	XP_001070289
Q0VGK3	XP_001070289
Q0VGK3	XP_001070289
Q0VGK3	XP_001070289
Q0VGK5	NP_001037708
Q0Z843	NP_001040561
Q0ZCA7	NP_001037698
Q0ZFS4	NP_001041328
Q0ZFS5	NP_001041367
Q0ZFS6	NP_001041336
Q0ZFS7	NP_001041314
Q0ZFS8	NP_001041372
Q0ZFT2	NP_001041322
Q0ZUP0	XP_001072129
Q14TE9	XP_001067768
Q14U74	NP_001040579
Q14UC9	NP_072153
Q156J1	NP_001011936
Q157S1	NP_001040580
Q1EG90	NP_001040558
Q1ERY8	NP_001037689
Q1HG60	NP_001037718
Q1HI69	NP_001037705
Q1HL14	NP_001037695
Q1I1B1	NP_001040562
Q1JU70	NP_001040564
Q1KLB7	NP_001025068
Q1KMU0	NP_001037694
Q1KQ07	NP_001037715
Q1KZI0	NP_001037736
Q1KZI1	NP_001038167
Q1LZ50	NP_001003964
Q1LZ52	NP_001003957
Q1M168	NP_001035280
Q1PS21	NP_001004203
Q1RP74	NP_001035270
Q1RP74	NP_001035270
Q1RP74	NP_001035270
Q1RP75	NP_001037700
Q1RP76	XP_001062415
Q1W176	NP_001035217
Q1WIM1	NP_001040572
Q1XD63	NP_001040566
Q20A34	NP_001040556
Q25C79	NP_001035003
Q27W01	XP_001059872
Q27W01	XP_001059872
Q27W02	XP_001066689
Q27W02	XP_001066689
Q2A121	NP_001034802
Q2A865	NP_001034811
Q2I6B0	NP_954520
Q2I6B4	NP_113792
Q2I7M7	NP_001034482
Q2IBC7	NP_113705
Q2IBC9	NP_001004102
Q2IBD1	XP_001059030
Q2IBD1	XP_001059030
Q2IBD3	NP_113694
Q2IBD4	XP_001058537
Q2IBD4	XP_001058537
Q2KJ10	NP_001037691
Q2KMM2	NP_001034467
Q2KTA6	NP_001034605
Q2LAP6	NP_001034433
Q2LC87	NP_579821
Q2LCV6	NP_001034434
Q2M1K5	NP_001034543
Q2M1K6	NP_001034285
Q2M2S1	NP_001034286
Q2MCP5	NP_001034676
Q2MCS9	NP_001034677
Q2MHH0	NP_001034252
Q2NL48	XP_001069426
Q2NL48	XP_001069426
Q2PMW7	NP_569092
Q2PYT3	XP_001067860
Q2Q0I9	NP_001033704
Q2TA63	NP_001033583
Q2TA64	NP_001033070
Q2TGI4	NP_001034422
Q2TGI8	NP_001034414
Q2TGI9	NP_001034098
Q2TGJ0	NP_001034348
Q2TGJ1	NP_001034428
Q2TGJ3	NP_001034435
Q2TGJ5	NP_001034432
Q2TGJ6	NP_001034126
Q2TGJ8	NP_001034431
Q2TGK3	NP_001034103
Q2TGK5	NP_001034188
Q2THW6	NP_001034110
Q2THW6	NP_001034110
Q2THW7	NP_001034427
Q2TL32	NP_001034115
Q2TSE3	NP_001033680
Q2TUL8	NP_001005890
Q2TUM0	NP_001005880
Q2TV21	NP_001033688
Q2TVU3	NP_001033685
Q2UZS7	NP_001033684
Q2V057	XP_341826
Q2V9T0	NP_001003401
Q2VUH7	NP_001032743
Q2VWP9	NP_001032740
Q2WEA4	NP_001032822
Q2WEA5	NP_001032823
Q2YDU3	NP_001032585
Q2YDU5	NP_001032635
Q2YDU9	NP_001037724
Q2YDV1	NP_001033062
Q304F3	NP_001032428
Q309C9	NP_001032431
Q30A01	NP_001032170
Q30KI9	NP_001032941
Q30KJ0	NP_001032939
Q30KJ1	NP_001032613
Q30KJ2	NP_001032602
Q31277	NP_036778
Q31279	NP_001008854
Q31280	NP_001008855
Q31281	NP_001008847
Q31287	NP_001008848
Q31289	NP_898874
Q32KJ2	NP_001041382
Q32KJ5	NP_001011989
Q32KJ6	NP_001041316
Q32KJ7	NP_001041352
Q32KJ8	NP_001041346
Q32KK0	NP_001041350
Q32P35	NP_001032289
Q32PX2	NP_001032425
Q32PX4	NP_001032280
Q32PX6	NP_001032272
Q32PX7	NP_001032742
Q32PX9	NP_001032745
Q32PY2	NP_001037744
Q32PY5	NP_001032741
Q32PY6	NP_001032744
Q32PY8	NP_001037696
Q32PY9	NP_001032439
Q32PZ0	NP_001032433
Q32PZ9	NP_001032733
Q32Q00	NP_001032444
Q32Q04	XP_001076700
Q32Q04	XP_001076700
Q32Q05	NP_001008889
Q32Q45	NP_062104
Q32Q54	XP_001066288
Q32Q55	NP_001037723
Q32Q90	NP_001032858
Q32Q91	NP_001032857
Q32WF6	NP_001032645
Q32ZF0	NP_001032636
Q32ZF1	NP_001032616
Q32ZF2	NP_001032618
Q32ZF3	NP_001032617
Q32ZF4	NP_001032621
Q32ZF5	NP_001032615
Q32ZF6	NP_001032600
Q32ZF7	NP_001032611
Q32ZF8	NP_001032641
Q32ZF9	NP_001032640
Q32ZG0	NP_001032604
Q32ZG1	NP_001032612
Q32ZG2	NP_001032620
Q32ZG3	NP_001032445
Q32ZG5	NP_001032608
Q32ZG6	NP_001032595
Q32ZG7	NP_001032605
Q32ZG8	NP_001032597
Q32ZG9	NP_001032607
Q32ZH1	NP_001032601
Q32ZH2	NP_001032606
Q32ZH4	NP_001032619
Q32ZH5	NP_001032623
Q32ZH6	NP_001032609
Q32ZH7	NP_001032593
Q32ZH8	NP_001032592
Q32ZH9	NP_001032603
Q32ZI0	NP_001032594
Q32ZI1	NP_001032599
Q32ZI2	NP_001032598
Q32ZI3	NP_001032638
Q32ZI4	NP_001032637
Q32ZI5	NP_001032596
Q331S7	NP_001040576
Q334I2	NP_001032633
Q33BM1	NP_001032436
Q3B756	NP_001032735
Q3B7C7	NP_001032291
Q3B7D0	NP_001032172
Q3B7D2	NP_001032174
Q3B7D7	XP_001071698
Q3B7D8	NP_001032737
Q3B7D9	NP_001032738
Q3B7K9	NP_001040581
Q3B7K9	NP_001040581
Q3B7L3	NP_001012227
Q3B7T8	NP_001032258
Q3B7U4	NP_001032171
Q3B7U6	NP_001032883
Q3B7U9	NP_001032257
Q3B7V0	NP_001032276
Q3B7V5	NP_001032734
Q3B7V7	NP_112287
Q3B7V9	NP_064701
Q3B8N7	NP_001037749
Q3B8N7	NP_001037749
Q3B8N8	NP_001037693
Q3B8N9	NP_001032283
Q3B8P7	XP_001067973
Q3B8Q1	NP_001032278
Q3B8Q1	NP_001032278
Q3B8Q2	XP_001081786
Q3B8Q3	NP_001030328
Q3B8R1	XP_574333
Q3B8R7	NP_001032260
Q3BCU4	NP_001071058
Q3C2P8	NP_001040559
Q3C2P9	NP_001040554
Q3HS82	NP_001037761
Q3HS82	NP_001037761
Q3HS83	NP_001037739
Q3I408	XP_001073573
Q3KQW8	XP_001076183
Q3KR51	NP_001029324
Q3KR52	XP_001054369
Q3KR53	NP_001030085
Q3KR55	NP_001037756
Q3KR57	NP_001030116
Q3KR63	XP_001075677
Q3KR63	XP_001075677
Q3KR65	NP_001030130
Q3KR66	NP_001037767
Q3KR66	NP_001037767
Q3KR68	NP_001030027
Q3KR70	XP_001053843
Q3KR70	XP_001053843
Q3KR73	NP_001030007
Q3KR78	NP_001029325
Q3KR82	NP_001030101
Q3KR84	NP_001032441
Q3KR85	NP_001030109
Q3KR95	NP_001020224
Q3KR98	NP_001015029
Q3KR99	NP_001029310
Q3KRC3	NP_001029322
Q3KRC8	NP_001030106
Q3KRC9	NP_001030092
Q3KRD1	NP_001032430
Q3KRD2	NP_001032435
Q3KRD5	NP_001037709
Q3KRD6	NP_071632
Q3KRD8	NP_001032429
Q3KRE0	NP_001030094
Q3KRE1	NP_001032446
Q3KRE2	NP_001032432
Q3KRF3	NP_001030091
Q3KRG1	XP_001079865
Q3L472	NP_001030099
Q3L7L9	NP_001032443
Q3L7M0	NP_001032672
Q3LF72	NP_001029095
Q3LRT3	XP_001071064
Q3LRZ1	NP_001029067
Q3LUD3	NP_001029065
Q3MHC0	NP_001029176
Q3MHS0	NP_001028882
Q3MHS3	NP_001028869
Q3MHS7	NP_001034695
Q3MHS8	NP_001028857
Q3MHS9	NP_001028856
Q3MHT2	NP_445914
Q3MHT3	NP_001030133
Q3MHU1	NP_001030132
Q3MHU2	NP_695208
Q3MHU3	XP_001078318
Q3MID3	NP_001028879
Q3MID4	NP_001028854
Q3MID6	NP_001029070
Q3MIE0	XP_001070886
Q3MIE4	NP_001028855
Q3MIE7	NP_001028864
Q3MIE8	XP_001058387
Q3MIE8	XP_001058387
Q3MIE9	NP_001029071
Q3MIF0	NP_001029075
Q3MIF1	NP_001030083
Q3MIF2	NP_001028867
Q3MUI2	NP_001029060
Q3SWS9	NP_001029066
Q3SWT1	NP_001030111
Q3SWT5	NP_001032569
Q3SWT6	NP_001030107
Q3SWT7	NP_001030169
Q3SWT9	NP_001030093
Q3SWU0	NP_001030113
Q3SWU2	NP_001028863
Q3SWU3	NP_001028868
Q3SWU4	NP_001030114
Q3SWU5	NP_001028851
Q3T1G7	NP_001029061
Q3T1G8	NP_001028877
Q3T1G9	NP_001028871
Q3T1H0	NP_001029172
Q3T1H2	NP_001029072
Q3T1H5	NP_001030119
Q3T1H6	NP_001034699
Q3T1H9	NP_001029169
Q3T1I2	NP_001030104
Q3T1I4	NP_001029059
Q3T1I5	NP_001028866
Q3T1I9	NP_001029171
Q3T1J4	NP_001015032
Q3T1J6	NP_446364
Q3T1J8	NP_001029062
Q3T1K0	NP_001028875
Q3T1K1	NP_001028872
Q3T1K3	NP_001028862
Q3T1K5	NP_001009180
Q3T1K7	NP_001030102
Q3T1K9	NP_001030171
Q3T1L0	NP_001028878
Q3T1L5	NP_001028881
Q3T921	NP_001028873
Q3V5X8	NP_001030110
Q3YAF7	NP_001033068
Q3YAF8	NP_997470
Q3ZAU4	NP_001028236
Q3ZAU5	NP_001028238
Q3ZAU6	XP_001066493
Q3ZAV1	NP_001030115
Q3ZAV1	NP_001030115
Q3ZAV2	XP_001055707
Q3ZAV8	NP_001028240
Q3ZBA1	NP_620250
Q3ZRW7	NP_001028243
Q45GW3	NP_001029302
Q45NC2	NP_001032404
Q45QJ4	NP_203501
Q45R42	NP_001032413
Q45V74	NP_001025215
Q460M5	XP_001062966
Q460M5	XP_001062966
Q496Z2	NP_001029182
Q496Z4	NP_001029276
Q496Z7	NP_001034102
Q497A2	NP_001032292
Q497A7	XP_001072013
Q497A7	XP_001072013
Q497A9	NP_001028241
Q497B0	NP_001029298
Q497B2	NP_001028239
Q497B5	NP_001028234
Q497B6	XP_001062640
Q497B7	NP_001029316
Q497B8	NP_001032273
Q497C2	NP_001028235
Q497C3	NP_001032265
Q497C9	NP_001029296
Q498C7	NP_001032881
Q498C9	NP_001034109
Q498D0	NP_001032878
Q498D1	NP_001029303
Q498D5	NP_001032277
Q498D7	XP_001076923
Q498D8	NP_001029307
Q498E3	NP_001032259
Q498M4	NP_001034123
Q498M5	NP_001029359
Q498M6	NP_001034112
Q498M8	NP_001032293
Q498M9	NP_001032267
Q498N0	NP_001032288
Q498N2	NP_075224
Q498N9	NP_001004090
Q498R1	NP_001034092
Q498R2	NP_001027569
Q498R5	NP_001032261
Q498R7	NP_001029304
Q498R7	NP_001029304
Q498R8	NP_001037713
Q498S0	NP_001032864
Q498S5	NP_001029319
Q498S7	NP_001029320
Q498S8	NP_001037716
Q498T3	NP_001029279
Q498U1	NP_001032282
Q498U3	NP_001032263
Q498U5	NP_113975
Q499N0	NP_997670
Q499N2	NP_001025207
Q499N5	NP_001030123
Q499N9	NP_071977
Q499P2	NP_001025202
Q499P3	NP_001025204
Q499P4	NP_001025201
Q499P8	NP_001030594
Q499Q0	NP_001025195
Q499Q1	NP_001028874
Q499Q2	NP_001037760
Q499Q3	NP_599177
Q499Q7	NP_001032863
Q499R0	NP_001025209
Q499R2	NP_001014135
Q499S0	NP_001034100
Q499S4	NP_775119
Q499S6	NP_001029282
Q499S9	NP_001025205
Q499T2	NP_001025197
Q499T5	NP_001025208
Q499T7	NP_001033067
Q499T8	NP_001030118
Q499U1	NP_001025203
Q499U2	NP_001025199
Q499U3	NP_001029193
Q499U4	NP_001034119
Q499U6	NP_001034700
Q499U8	NP_001030121
Q499U9	XP_001060407
Q499V0	NP_001025200
Q499V1	NP_001025196
Q499V2	NP_001028865
Q499W2	NP_001025198
Q49SP9	NP_001026993
Q4AEG0	NP_001026995
Q4AEG6	NP_001026994
Q4F8Y7	NP_001013070
Q4FZR8	NP_001013190
Q4FZS1	NP_001029250
Q4FZS5	NP_001005532
Q4FZS9	NP_001026823
Q4FZT0	NP_001026816
Q4FZT9	NP_001026809
Q4FZU0	NP_001026815
Q4FZU1	NP_001026832
Q4FZU2	XP_001065121
Q4FZU2	XP_001065121
Q4FZU5	NP_001032264
Q4FZU6	NP_001026824
Q4FZU7	NP_001026831
Q4FZU9	NP_001032275
Q4FZX5	NP_001026830
Q4FZY0	NP_001026818
Q4FZY1	NP_001026808
Q4FZY2	NP_001026819
Q4FZZ4	NP_001004072
Q4G001	XP_001080221
Q4G002	NP_001008826
Q4G005	NP_001026814
Q4G009	NP_001037702
Q4G012	NP_001032884
Q4G056	NP_001026827
Q4G058	NP_001032876
Q4G067	NP_001026820
Q4G068	NP_001034097
Q4G069	NP_001026833
Q4G072	NP_001039308
Q4G072	NP_001039308
Q4G079	NP_446209
Q4G091	NP_872610
Q4G097	NP_001002809
Q4G098	NP_001003708
Q4H493	NP_001026807
Q4JEI2	NP_001028245
Q4JEI3	NP_001028250
Q4JEI4	NP_001028246
Q4JEI5	NP_001020934
Q4JEI6	NP_001028249
Q4JEI7	NP_001028247
Q4JEI8	NP_001028248
Q4JEI9	NP_001013071
Q4JFV5	NP_001037725
Q4JFV8	NP_001040577
Q4JFV9	NP_001040574
Q4JFW0	NP_001037719
Q4JFW1	NP_001040571
Q4JHE5	NP_001014114
Q4JL29	NP_001020595
Q4JLT5	NP_001020451
Q4JM44	NP_001014065
Q4KLF7	NP_001020796
Q4KLF8	NP_001020888
Q4KLG0	NP_001034091
Q4KLG1	NP_001020800
Q4KLG5	XP_001073507
Q4KLG6	NP_001020919
Q4KLG8	NP_001025214
Q4KLH2	NP_001034099
Q4KLH3	NP_001020879
Q4KLH4	NP_001020843
Q4KLH6	XP_001054857
Q4KLH7	NP_001020872
Q4KLH9	NP_001020851
Q4KLI2	NP_001037697
Q4KLI4	NP_001029360
Q4KLI7	NP_001020869
Q4KLI9	NP_001020901
Q4KLJ0	NP_001020795
Q4KLJ1	NP_001034124
Q4KLJ2	NP_001020883
Q4KLJ3	NP_001020907
Q4KLJ4	NP_001020849
Q4KLK1	NP_001030332
Q4KLK4	NP_001034117
Q4KLK5	XP_001069791
Q4KLK5	XP_001069791
Q4KLK7	NP_001020903
Q4KLK8	NP_001020890
Q4KLK9	NP_001020828
Q4KLL1	NP_001020895
Q4KLL4	NP_001020820
Q4KLL5	NP_001020799
Q4KLL7	NP_001020887
Q4KLL9	NP_001034108
Q4KLM0	NP_001020925
Q4KLM4	NP_001034095
Q4KLM7	NP_001034106
Q4KLM8	NP_001020878
Q4KLM9	NP_001020806
Q4KLN0	NP_001020863
Q4KLN1	NP_001020896
Q4KLN3	NP_001020897
Q4KLN7	NP_001037738
Q4KLN8	NP_001020898
Q4KLP0	NP_001020891
Q4KLX9	NP_001020827
Q4KLY0	NP_001032861
Q4KLY1	NP_001020924
Q4KLY3	NP_001032873
Q4KLY7	NP_001020815
Q4KLY8	NP_001020943
Q4KLY9	NP_001037712
Q4KLZ0	NP_001020794
Q4KLZ1	NP_001020927
Q4KLZ2	NP_001020915
Q4KLZ3	NP_001020913
Q4KLZ4	NP_001032886
Q4KLZ5	NP_001032872
Q4KM08	NP_001004076
Q4KM24	NP_001020855
Q4KM24	NP_001020855
Q4KM27	NP_001037701
Q4KM28	NP_001034125
Q4KM29	XP_001059000
Q4KM30	NP_001020874
Q4KM35	NP_001020808
Q4KM37	NP_001020941
Q4KM41	XP_001065346
Q4KM42	NP_001032856
Q4KM43	NP_001040575
Q4KM44	NP_001037728
Q4KM51	NP_001020797
Q4KM53	NP_001020889
Q4KM56	XP_001061618
Q4KM57	NP_001034121
Q4KM58	XP_001075213
Q4KM64	NP_001037737
Q4KM68	NP_001020920
Q4KM69	NP_001020866
Q4KM71	NP_001020442
Q4KM73	NP_001020826
Q4KM75	NP_001020856
Q4KM76	NP_001037765
Q4KM76	NP_001037765
Q4KM77	NP_001020831
Q4KM78	NP_001020835
Q4KM79	NP_001020821
Q4KM82	NP_001020930
Q4KM83	NP_001040569
Q4KM86	NP_001020805
Q4KM87	NP_001034122
Q4KM93	NP_001032865
Q4KM97	NP_001020922
Q4KM98	NP_001034104
Q4KMA2	NP_001020446
Q4KMA8	NP_110463
Q4KSH6	NP_001025194
Q4KSH7	NP_001020596
Q4L0E8	NP_001040549
Q4L0E9	NP_001071057
Q4L1J4	NP_001025216
Q4L208	NP_001020452
Q4PJT6	NP_001020807
Q4PP99	NP_001029277
Q4PU88	NP_001029253
Q4QQR8	NP_001025091
Q4QQS0	NP_001020593
Q4QQS2	NP_001025089
Q4QQS4	NP_001020576
Q4QQS5	NP_001020926
Q4QQS6	NP_001020578
Q4QQS7	NP_001020573
Q4QQS8	NP_001020572
Q4QQS9	NP_001025085
Q4QQT0	NP_001020455
Q4QQT2	NP_001020454
Q4QQT6	NP_001025086
Q4QQU1	NP_001020448
Q4QQU3	NP_001020575
Q4QQU6	NP_001020571
Q4QQU6	NP_001020571
Q4QQU9	NP_001025096
Q4QQV0	NP_001020846
Q4QQV2	NP_001020587
Q4QQV4	NP_001020585
Q4QQV6	XP_001064695
Q4QQV6	XP_001064695
Q4QQV9	XP_001081950
Q4QQV9	XP_001081950
Q4QQV9	XP_001081950
Q4QQV9	XP_001081950
Q4QQW2	NP_599187
Q4QQW4	NP_001020580
Q4QQW5	NP_001020583
Q4QR68	XP_001054054
Q4QR70	NP_001025084
Q4QR71	NP_001025098
Q4QR72	NP_001020884
Q4QR73	NP_001020582
Q4QR74	NP_001020940
Q4QR75	NP_001020577
Q4QR76	NP_001020588
Q4QR77	NP_001020865
Q4QR78	NP_001025093
Q4QR79	NP_001025097
Q4QR81	NP_001020574
Q4QR83	NP_001025095
Q4QR84	NP_001020447
Q4QR86	NP_001025087
Q4QR88	NP_001020458
Q4QYD9	NP_001020928
Q4R180	NP_001020453
Q4TU71	NP_001020072
Q4TU72	NP_001020044
Q4TU73	NP_001032670
Q4TU74	NP_001020045
Q4TU75	NP_001020947
Q4TU78	NP_001020060
Q4V794	NP_001020038
Q4V797	NP_001020055
Q4V7A1	NP_001020053
Q4V7A2	NP_001019949
Q4V7A6	NP_001019918
Q4V7A7	NP_001020074
Q4V7A9	NP_001037757
Q4V7A9	NP_001037757
Q4V7A9	NP_001037757
Q4V7A9	NP_001037757
Q4V7B1	NP_001014159
Q4V7B2	NP_001020935
Q4V7B3	XP_001059354
Q4V7B3	XP_001059354
Q4V7B4	NP_001020929
Q4V7B5	NP_001020945
Q4V7B8	NP_001019966
Q4V7B9	NP_001020853
Q4V7C0	NP_001020939
Q4V7C2	NP_001020049
Q4V7C3	NP_001037733
Q4V7C6	NP_001019925
Q4V7D0	NP_001019921
Q4V7D1	NP_001008891
Q4V7D2	NP_001020035
Q4V7D8	NP_001020076
Q4V7D9	NP_001020908
Q4V7E0	NP_001020823
Q4V7E1	NP_001019939
Q4V7E3	NP_001020900
Q4V7E4	NP_001019952
Q4V7E5	NP_001020894
Q4V7E6	NP_001020040
Q4V7F0	NP_001020852
Q4V7F3	NP_001019958
Q4V7F5	NP_001020039
Q4V7G0	NP_740770
Q4V7G1	NP_775433
Q4V882	NP_001019962
Q4V883	NP_001020850
Q4V884	NP_001019915
Q4V885	NP_001020892
Q4V886	NP_001020069
Q4V887	NP_001019916
Q4V889	NP_001020063
Q4V890	NP_001020877
Q4V891	NP_001020818
Q4V893	NP_001020046
Q4V894	NP_783171
Q4V895	NP_001020944
Q4V897	NP_001020056
Q4V898	NP_001020834
Q4V8A0	NP_001020047
Q4V8A2	NP_001019964
Q4V8A3	NP_001019938
Q4V8A4	NP_001020036
Q4V8A4	NP_001020036
Q4V8A5	XP_001076604
Q4V8A6	NP_001020885
Q4V8B1	NP_001019935
Q4V8B2	NP_001020057
Q4V8B4	NP_001019912
Q4V8B6	NP_001020061
Q4V8B7	NP_001020067
Q4V8B9	NP_001020933
Q4V8C0	NP_001019933
Q4V8C3	NP_001020912
Q4V8C4	NP_001019937
Q4V8C6	NP_001020070
Q4V8D0	NP_001020078
Q4V8D1	NP_001019950
Q4V8D2	NP_001037711
Q4V8D3	NP_001020066
Q4V8D4	NP_001020833
Q4V8D5	NP_001019934
Q4V8D6	NP_001019944
Q4V8D8	NP_001020051
Q4V8E1	NP_001020059
Q4V8E2	XP_001054967
Q4V8E3	NP_001019948
Q4V8E4	NP_001020037
Q4V8E5	NP_001020079
Q4V8E6	XP_001072833
Q4V8E7	NP_001020829
Q4V8E9	NP_001019946
Q4V8F1	NP_001020080
Q4V8F2	NP_001019929
Q4V8F4	NP_001020042
Q4V8F5	NP_001020905
Q4V8F6	XP_575592
Q4V8F7	NP_001020836
Q4V8F8	NP_001020837
Q4V8F9	NP_001020868
Q4V8G0	NP_001019974
Q4V8G1	XP_216108
Q4V8G2	NP_001037769
Q4V8G6	NP_001019965
Q4V8G8	NP_001019910
Q4V8G9	NP_001025206
Q4V8H1	NP_001020830
Q4V8H2	NP_001019941
Q4V8H5	NP_001020050
Q4V8H6	NP_001020064
Q4V8H7	NP_001019928
Q4V8H8	NP_001020068
Q4V8H9	NP_001019924
Q4V8I0	NP_001020832
Q4V8I2	NP_001020048
Q4V8I4	NP_001019945
Q4V8I5	NP_001020801
Q4V8I6	NP_001020910
Q4V8I9	NP_001019914
Q4V8J1	NP_001020946
Q4V8J2	NP_001019926
Q4V8J4	NP_001020841
Q4V8J6	NP_001019927
Q4V8J8	NP_113742
Q4V8J9	NP_001019930
Q4V8K0	NP_001020812
Q4V8K1	NP_001037730
Q4V8K3	NP_001019913
Q4V8K4	NP_001019963
Q4V8K5	NP_001020840
Q4V8L0	NP_037018
Q4V8L7	NP_062075
Q4V8N6	NP_598292
Q4V8P9	NP_958823
Q4V8Q2	NP_001004265
Q4VBH2	NP_001019432
Q4VFZ4	NP_001019917
Q4VSI4	NP_001019961
Q4VSW4	NP_001019959
Q4VWM5	NP_001033687
Q4VWX7	NP_001033690
Q4VWX8	NP_001033689
Q4W8E7	XP_001076803
Q4Z8P1	NP_001017381
Q501L3	NP_001019528
Q501W1	NP_001019426
Q501W2	NP_001019506
Q501W3	NP_001019444
Q501W4	NP_001019415
Q504L7	NP_001019429
Q505I4	NP_001019920
Q505I5	NP_001019970
Q505I8	NP_001019960
Q505J3	NP_001019405
Q505J7	NP_001019461
Q505J8	NP_001019408
Q52KJ9	NP_001019971
Q52KK3	NP_001019956
Q52KK4	NP_001019943
Q52NK0	NP_446192
Q53AQ4	NP_942076
Q53B80	NP_001014221
Q53E76	NP_001019445
Q54A91	NP_037324
Q561K4	NP_001019416
Q561Q9	NP_001019413
Q561R0	NP_001019411
Q561R3	NP_001019417
Q561R6	NP_001034294
Q561R7	NP_001019407
Q561R8	NP_001020147
Q561R9	NP_001019418
Q561S0	XP_001053046
Q562B5	NP_001020443
Q562C2	NP_001019421
Q562C3	NP_001019448
Q562C6	NP_001019437
Q564G3	NP_001017457
Q566C8	NP_001020456
Q566C9	NP_001019455
Q566D2	NP_001020235
Q566D8	NP_001019439
Q566E1	NP_001020300
Q566E1	NP_001020300
Q566E3	NP_653348
Q566Q4	NP_001009496
Q566R0	NP_001020188
Q566R2	NP_001017444
Q566R3	NP_001020150
Q566R4	NP_001015013
Q566R6	NP_998726
Q568Y2	NP_001015007
Q568Y5	NP_001019433
Q568Y6	NP_001015006
Q568Y7	NP_001015017
Q568Z2	NP_001019423
Q568Z3	NP_001017377
Q568Z6	NP_001017454
Q568Z7	NP_001015010
Q568Z8	XP_001076554
Q568Z9	NP_001017376
Q569A2	NP_001015026
Q569A4	NP_001020149
Q569A7	NP_001017449
Q569B5	NP_001019525
Q569B6	XP_001053002
Q569B6	XP_001053002
Q569C2	NP_001017443
Q569C3	NP_001015015
Q569C9	NP_076467
Q569D0	NP_001013195
Q569D2	NP_997485
Q56A18	NP_001020164
Q56A20	NP_001017453
Q56A26	NP_001017386
Q56A33	NP_112282
Q56DL5	NP_001019450
Q56R16	NP_001020284
Q56R17	NP_001014793
Q587K3	NP_001015022
Q58FK9	NP_001015037
Q58GH6	NP_001014772
Q58NB7	NP_001014790
Q59DL1	NP_596902
Q5BIV7	NP_001027015
Q5BJ92	NP_599186
Q5BJ95	NP_001015011
Q5BJA0	NP_001017509
Q5BJB3	NP_001015019
Q5BJL8	NP_001020136
Q5BJM0	XP_001058418
Q5BJM0	XP_001058418
Q5BJM2	NP_001020312
Q5BJM5	NP_001020290
Q5BJM7	NP_001034133
Q5BJN1	NP_001013087
Q5BJN3	NP_001013211
Q5BJN7	NP_001012757
Q5BJN7	NP_001012757
Q5BJN7	NP_001012757
Q5BJN9	NP_001037741
Q5BJP0	NP_001015004
Q5BJP1	NP_001013092
Q5BJP2	NP_001020158
Q5BJP9	NP_001013099
